"P1";"P2";"P3";"P4";"P5";"time"
0,669437668409975;0,144151865818598;0,723575656120386;0,258078000609443;0,147167832266033;2017-03-08 16:40:00
0,658370882714204;0,144949430033427;0,68991327761957;0,267461266678237;0,142796279544901;2017-03-08 17:00:00
0,671940331955325;0,14983238130711;0,660982179532016;0,263790507642822;0,133280385003087;2017-03-08 17:20:00
0,664252563262353;0,160176319345137;0,621384705319241;0,28640298179878;0,129414603866169;2017-03-08 17:40:00
0,66423512995212;0,166449964585466;0,591211595551516;0,303975416904247;0,12691732641026;2017-03-08 18:00:00
0,660450689158681;0,172417736000849;0,537834219398251;0,342618240096172;0,123499463143934;2017-03-08 18:20:00
0,672917086116671;0,189269684735731;0,48413086421995;0,370294599100807;0,12074422037285;2017-03-08 18:40:00
0,680248228452255;0,206808840745608;0,412497404104184;0,430934125890682;0,121267937805829;2017-03-08 19:00:00
0,692584003354246;0,215497586088586;0,396919491770404;0,446659961859457;0,125855980473199;2017-03-08 19:20:00
0,685419206859347;0,239039007413882;0,362142158876233;0,506194000569282;0,137180853137214;2017-03-08 19:40:00
0,707959234043702;0,251435333308567;0,350338537718702;0,540317537978658;0,129637026824222;2017-03-08 20:00:00
0,717334788774838;0,267068119361903;0,351182889990648;0,574112686485842;0,135715891883985;2017-03-08 20:20:00
0,735019386402875;0,288391769223706;0,33544702793643;0,601894555885647;0,1421392761208;2017-03-08 20:40:00
0,743658767596947;0,299862023191157;0,327072721198574;0,63276081738769;0,141338420000278;2017-03-08 21:00:00
0,743717857077486;0,311013586281097;0,327162973968097;0,640048062017909;0,135438104193385;2017-03-08 21:20:00
0,748424056264661;0,321338569319452;0,31602172207874;0,662810888391648;0,132981591673002;2017-03-08 21:40:00
0,733045625178634;0,317471988051117;0,310781097694639;0,662197676016128;0,136365594622792;2017-03-08 22:00:00
0,741887214826869;0,325486834534115;0,309348616320227;0,671313635256216;0,131326642639718;2017-03-08 22:20:00
0,738030242364063;0,331780192803988;0,29215064111649;0,693190122331317;0,12471967164881;2017-03-08 22:40:00
0,732227836042364;0,351353719985488;0,295197655685912;0,698420811527673;0,125244133479613;2017-03-08 23:00:00
0,726099272097307;0,349915269902066;0,296000369234551;0,713265790810924;0,124168752282525;2017-03-08 23:20:00
0,728230844646164;0,369187369150374;0,282616608749688;0,718991939575562;0,126127285617036;2017-03-08 23:40:00
0,722426812497;0,387947693562627;0,282787948470225;0,717608343049918;0,128485671592098;2017-03-09 00:00:00
0,71957967289805;0,395468172563798;0,270205766875396;0,720066359895851;0,136654332536119;2017-03-09 00:20:00
0,719396380212859;0,410399176052721;0,272249202294196;0,721271718671265;0,135334129522613;2017-03-09 00:40:00
0,715602500151944;0,419075927188508;0,26897753148461;0,714471829693876;0,13514769291134;2017-03-09 01:00:00
0,705740941322389;0,439011863841778;0,268203837737279;0,717753475052017;0,140885259143391;2017-03-09 01:20:00
0,698347655237905;0,445603097902562;0,273163911316651;0,719937436492334;0,143448953534638;2017-03-09 01:40:00
0,692990269917908;0,451981137341419;0,265994309400992;0,714089312839909;0,150080655160113;2017-03-09 02:00:00
0,686593636229879;0,467775887384345;0,26802878196921;0,716186481901763;0,149784002658944;2017-03-09 02:20:00
0,685188192327341;0,473543213741343;0,261474349275019;0,715385158209655;0,152893674771862;2017-03-09 02:40:00
0,669563651283117;0,478756532022943;0,259108544372422;0,693121233913587;0,159579474655295;2017-03-09 03:00:00
0,660450631276924;0,496223492435254;0,252101069260008;0,699345247866593;0,159955983148469;2017-03-09 03:20:00
0,668964822622226;0,502999809048621;0,250952896419571;0,699677827552315;0,162711581589301;2017-03-09 03:40:00
0,658726567118291;0,516697818096356;0,258078081659995;0,688083569480981;0,174548709568981;2017-03-09 04:00:00
0,656038601687418;0,526300301111238;0,251302711895522;0,693682893818229;0,177125016551747;2017-03-09 04:20:00
0,651403564831319;0,534408293517049;0,255508654865487;0,694270255569791;0,185960384210013;2017-03-09 04:40:00
0,645897958023191;0,532043057840467;0,252767885807691;0,686095762129273;0,186198657178016;2017-03-09 05:00:00
