"P1";"P2";"P3";"P4";"P5";"P6";"P7";"time"
0,317701170663172;0,500267325554575;0,571183502571138;0,437247724500816;0,219453708349646;0,191124397862567;0,466223576818531;2017-03-08 08:40:00
0,284117854143533;0,609750765255019;0,577898668690938;0,468525442528683;0,164534210697954;0,157645310683929;0,584643735035258;2017-03-08 09:00:00
0,231581951168369;0,690772446130521;0,603028930960977;0,474517149404091;0,150356655384893;0,14782751543011;0,671884602819977;2017-03-08 09:20:00
0,222069445406099;0,740238802131272;0,638935154943714;0,500390824835423;0,144935034276818;0,143520379591761;0,732820038632357;2017-03-08 09:40:00
0,228031147086421;0,739715290752608;0,664664655881349;0,516863782108596;0,132476620580812;0,144705175925151;0,759152091046487;2017-03-08 10:00:00
0,21373702544993;0,750918779530904;0,659359750247788;0,512469273947709;0,130296577397656;0,145161916587785;0,770158900470877;2017-03-08 10:20:00
0,217484845840765;0,755336460562978;0,674337683651527;0,519945239654056;0,141614995159626;0,150427741135823;0,773144049327462;2017-03-08 10:40:00
0,224602983201661;0,750371586314397;0,674001620881069;0,531145478732203;0,13522494726648;0,156167006669793;0,771665391879918;2017-03-08 11:00:00
0,21263909033794;0,743617385262144;0,677169018386705;0,508342276310674;0,131517733366262;0,145187563490585;0,773694791485383;2017-03-08 11:20:00
0,228158622069307;0,736535206170399;0,673834567961282;0,503610599049938;0,14467197521823;0,145680898318127;0,778717204326819;2017-03-08 11:40:00
0,238372489539318;0,716112901478727;0,677306396433875;0,510572521573142;0,141289242554603;0,143817933979487;0,782472459142844;2017-03-08 12:00:00
0,23832434607724;0,674790189238623;0,66844303519175;0,503576291490132;0,1473632181361;0,139380454696143;0,76342544127208;2017-03-08 12:20:00
0,261685518712851;0,686916568440856;0,675036657085057;0,511607078856972;0,15114705556934;0,146218364830378;0,778304392046386;2017-03-08 12:40:00
0,267004123681709;0,676949795933381;0,6855638318302;0,501599549024384;0,153097547522764;0,135119205087028;0,773555312536991;2017-03-08 13:00:00
0,274567242081562;0,663052809884801;0,675795509473207;0,510009938805977;0,154683582650521;0,131512426725727;0,783351839296142;2017-03-08 13:20:00
0,258995983433728;0,673009062382106;0,675708815278747;0,508358554731369;0,157079297420991;0,130289343696931;0,778599232864125;2017-03-08 13:40:00
0,273748086405585;0,694117819751026;0,690710002875821;0,505827454624428;0,149127783498537;0,123723763371656;0,805003493997923;2017-03-08 14:00:00
0,268595888761683;0,69680704304594;0,683033110054;0,510298614579987;0,150340548772318;0,120963870539746;0,794158449682517;2017-03-08 14:20:00
0,270727368774614;0,690829178437267;0,692052559653028;0,517721491169369;0,148710000325416;0,120805830183293;0,790573605004537;2017-03-08 14:40:00
0,282084782905467;0,681333769194322;0,696787084218866;0,524013390156723;0,138028246984393;0,122347335616736;0,805763490048194;2017-03-08 15:00:00
0,273611976869366;0,685802738751504;0,690897012969842;0,515263692410295;0,151053206068729;0,114672665453606;0,791587063174263;2017-03-08 15:20:00
0,298557131494434;0,674454716090189;0,694245967071293;0,503338615971549;0,14265180348111;0,108564368843119;0,808238841376958;2017-03-08 15:40:00
0,305533640297645;0,667298931217039;0,695785165276911;0,512602813617372;0,148674320240642;0,111488964739434;0,78488362061402;2017-03-08 16:00:00
0,295111740384781;0,643781737988244;0,706984697979105;0,520564922058379;0,157014719070138;0,111300411317289;0,791742170432547;2017-03-08 16:20:00
0,314745110988119;0,634269343818884;0,700291702716101;0,52205466015706;0,159196015402451;0,109254630378044;0,788482121785936;2017-03-08 16:40:00
0,322602575704301;0,597374460698663;0,698264659302423;0,497995296516256;0,164778456268461;0,105875858242211;0,761862308209529;2017-03-08 17:00:00
0,337791138029192;0,568670058900329;0,697624031228082;0,501530532014226;0,165249639305588;0,102800734552031;0,749876442680835;2017-03-08 17:20:00
0,356703777306036;0,525285662872345;0,697383030828497;0,48991103382428;0,184249346695453;0,102588608602489;0,71171961282605;2017-03-08 17:40:00
0,386399958317734;0,494966962604843;0,694309392146207;0,478714903137491;0,192981889387236;0,103691543769134;0,688676667942348;2017-03-08 18:00:00
