"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"time"
0,747943449514854;0,686713792557008;0,267539265705415;0,185270936523461;0,614672132122432;0,564235084477253;0,13872504881162;0,726957109943854;0,358009624249561;0,140169644092751;2017-03-07 11:00:00
0,756697100919203;0,677361804862262;0,273170024981272;0,188991088201761;0,582662272174968;0,548129445776099;0,140517782902351;0,728683058938458;0,351114698177534;0,127701579391368;2017-03-07 11:20:00
0,760309792270476;0,676230339445787;0,245666051627557;0,179934711974914;0,592526892483061;0,540772036806352;0,144429728035144;0,723207562957897;0,386918171162894;0,134155274592819;2017-03-07 11:40:00
0,710732597266859;0,684226853177102;0,274210706517447;0,196565005953726;0,553451732472496;0,535708627756669;0,142425738576559;0,703766442502725;0,39110449518712;0,15147203910096;2017-03-07 12:00:00
0,73742081268702;0,720082547874942;0,242007380910198;0,204591646817894;0,566031212956972;0,526285170506161;0,149919869028552;0,717897901012987;0,353281408904596;0,149455322648147;2017-03-07 12:20:00
0,707069742462376;0,705291078282552;0,264139805786603;0,191108904680693;0,530893160592735;0,53196303177568;0,148619252351769;0,717306220493178;0,385669002971905;0,159640950430076;2017-03-07 12:40:00
0,742723158351568;0,709776913878376;0,221832479317198;0,180978284891292;0,559800743273052;0,533324735626329;0,141230355350455;0,722042935281222;0,375474283103348;0,15334552748041;2017-03-07 13:00:00
0,719979786964455;0,700470956122272;0,252144826928992;0,199454645147894;0,552087796610543;0,517665912377634;0,138432530803828;0,714864916654206;0,401939802423659;0,168832655601614;2017-03-07 13:20:00
0,773490716531676;0,71990406848838;0,204944210334228;0,185350792507941;0,57175623735805;0,538015090463512;0,136826895377104;0,720085133824394;0,392069347240273;0,159146576052302;2017-03-07 13:40:00
0,72503737898938;0,710142019670416;0,218053948777815;0,183296447612249;0,565166357550716;0,517733097495393;0,145793377215204;0,706069366739742;0,406378949165259;0,156613251030465;2017-03-07 14:00:00
0,755027722635113;0,743116411321053;0,194481995112772;0,181696903712307;0,561994344808102;0,525402699989829;0,131789827125897;0,740350936259995;0,387163888022467;0,154684590848586;2017-03-07 14:20:00
0,743310375785836;0,716634361240188;0,222013362574272;0,185961604526657;0,557661823377727;0,523321034744551;0,129855497246568;0,71004231121398;0,400917868967169;0,148515689039977;2017-03-07 14:40:00
0,756017680866397;0,754330740041358;0,168993854820033;0,177593060788513;0,594573742603531;0,535725243238493;0,136025638163316;0,735811502840473;0,392258829320321;0,155427923484625;2017-03-07 15:00:00
0,749573320646054;0,740640012658963;0,178200139126003;0,175096990835397;0,568231186911955;0,530263170391485;0,135750865747324;0,722705324830012;0,420228117218156;0,170389412772104;2017-03-07 15:20:00
0,752801080136604;0,774146733171361;0,190998653409263;0,184170995037957;0,548533863220459;0,537236267000263;0,135871646891001;0,720234413380864;0,387055793284111;0,154462530821912;2017-03-07 15:40:00
0,733279796805129;0,736397558353642;0,155260782976902;0,170570678989545;0,54999935383013;0,538586159941766;0,123086589631708;0,726679968091724;0,398302522188619;0,163113134255269;2017-03-07 16:00:00
0,732158664274393;0,731379802453761;0,223472057150045;0,183867586848945;0,522782628202357;0,518775707683683;0,132108654980053;0,713189088191584;0,415506034933657;0,174755656727583;2017-03-07 16:20:00
0,686465557113304;0,733447018911023;0,164584032790339;0,197775693013926;0,489545676304997;0,532536189262599;0,139966376848484;0,717730816817862;0,406509304802177;0,167866047222372;2017-03-07 16:40:00
0,688594285147732;0,738969678559435;0,176996013336251;0,185001694929718;0,482076724672785;0,514184979227172;0,130334653414892;0,712328916664157;0,417901176818019;0,182892469780116;2017-03-07 17:00:00
0,650513930212463;0,724937371872266;0,177286758007096;0,193273114318885;0,466320771773755;0,495007169595402;0,126632797739043;0,710955103034892;0,435356877626305;0,190689394041975;2017-03-07 17:20:00
0,605975363408428;0,703085129202475;0,192313639991646;0,203288328027655;0,4018586272426;0,493470136580106;0,134669646750079;0,716959335001954;0,451633364311825;0,207437380320602;2017-03-07 17:40:00
0,580016672063085;0,730387425999085;0,216696418510549;0,207985176913357;0,380646009245033;0,491553705554148;0,141471743936544;0,706090639239952;0,490333432980699;0,231147197144785;2017-03-07 18:00:00
0,504428433290536;0,689870330185056;0,199854148636959;0,21699697679524;0,341456331981207;0,468156143948456;0,131615788312532;0,709946048362128;0,519258053616737;0,265916930336336;2017-03-07 18:20:00
0,482604627113361;0,700551930319114;0,222560155306449;0,229710751464664;0,310359828677739;0,468968674583254;0,138544973130924;0,718089505311498;0,526120393115366;0,307406727212774;2017-03-07 18:40:00
0,419828287675388;0,687637009677506;0,222716660275101;0,239565030907259;0,266664387130346;0,448882434370229;0,142713630473449;0,713342891354185;0,58246098571585;0,359386598020221;2017-03-07 19:00:00
0,384271826898943;0,645576079916096;0,235319307340258;0,257163125274758;0,224696980779618;0,453841847283934;0,145922102582181;0,719999864349234;0,597689979679718;0,390350273817188;2017-03-07 19:20:00
0,356021582617975;0,644568163061638;0,245942218779986;0,271060399050969;0,219060997216439;0,467679717391315;0,154498961430459;0,743525628341903;0,635125691413496;0,424407013823596;2017-03-07 19:40:00
0,34577891083317;0,619406738228407;0,228526314649302;0,286459732918745;0,208990009395185;0,474986579713597;0,157299225540755;0,747896128696702;0,664620931801989;0,475029720930213;2017-03-07 20:00:00
0,307305005821012;0,627428642685678;0,220454471020463;0,30579515783309;0,200782254696243;0,466769636425583;0,154761363366029;0,764966879475442;0,671721049582932;0,515157819252115;2017-03-07 20:20:00
0,318595899605553;0,63211532884093;0,255397902704825;0,322992609718928;0,204252501984387;0,471477097543914;0,159372477881404;0,766166758868197;0,689849092882659;0,549090111226091;2017-03-07 20:40:00
0,324236167888331;0,595009494064576;0,255137844233175;0,335476596013172;0,185608646601004;0,464542742884718;0,166531170893398;0,760635343682579;0,711096867991436;0,560287820330541;2017-03-07 21:00:00
0,297248775346709;0,605378802764004;0,256405242921664;0,338443678374918;0,199250352834024;0,468856796478112;0,162790597429364;0,776240481027468;0,727094967809128;0,596109852304444;2017-03-07 21:20:00
0,280683674248148;0,588999694085553;0,249520560095821;0,343888510066746;0,182641888188986;0,486533152867072;0,161887372141505;0,783754726730028;0,723326249729581;0,623000905489173;2017-03-07 21:40:00
0,290936249458511;0,556743297584332;0,239550237773775;0,32905019438532;0,190024497057752;0,473748341181911;0,162276965570758;0,767151553886795;0,744645246361599;0,626956029208684;2017-03-07 22:00:00
0,286233555256701;0,552172924694528;0,249627511091632;0,358104247670709;0,178553178124164;0,471906173609498;0,164228272760391;0,777194461030615;0,741991797213029;0,652011704810801;2017-03-07 22:20:00
0,27912840448181;0,551292614552575;0,246559933065937;0,337494317689675;0,177293525711959;0,465883802359586;0,155916231183261;0,785637826524943;0,762978283663384;0,674099560783995;2017-03-07 22:40:00
