"P1";"P2";"P3";"P4";"P5";"P6";"time"
0,742818740436442;0,177274131871393;0,232248254001725;0,347043820204891;0,475755821794326;0,604104344075384;2017-03-07 21:00:00
0,755920276349067;0,172626047004912;0,242893482275865;0,358435900597273;0,462207271907913;0,633985679960705;2017-03-07 21:20:00
0,769956659169451;0,167048227764588;0,228083506887838;0,369373203305632;0,454591088266077;0,632527439006184;2017-03-07 21:40:00
0,754779958504685;0,170468099705939;0,235240254935652;0,355326605555883;0,436909703519383;0,650461684372747;2017-03-07 22:00:00
0,758845527980205;0,168447559502248;0,222741657880525;0,385571609811965;0,439580756056758;0,659186460810629;2017-03-07 22:20:00
0,769197678841442;0,162743749721795;0,218628635646157;0,372576236766427;0,431653508902315;0,680573713878292;2017-03-07 22:40:00
0,771292352946497;0,161665895894503;0,219476686034795;0,385465281954939;0,411724545602334;0,681995162194577;2017-03-07 23:00:00
0,768685168259573;0,161526304336554;0,22372957947432;0,386868762362434;0,40057824429024;0,692046936789315;2017-03-07 23:20:00
0,76504276244999;0,166916152635747;0,218558697800443;0,398698812727646;0,397955954848886;0,694185845269058;2017-03-07 23:40:00
0,7637855664;0,165472672648644;0,218705305903144;0,422866456455719;0,383087822134766;0,68789002207742;2017-03-08 00:00:00
0,765682665486843;0,167759170214174;0,216630937679038;0,438238031388663;0,367293817376061;0,706329403144582;2017-03-08 00:20:00
0,76432722316324;0,170094470913025;0,22018440756446;0,454016548123774;0,35348516968082;0,694035812064354;2017-03-08 00:40:00
0,754660376548858;0,174038833770219;0,217778645265898;0,476798204934072;0,34741781632535;0,686299169681246;2017-03-08 01:00:00
0,753894333467934;0,181080730111482;0,214329447578499;0,490160022963449;0,32751287247905;0,689362069068469;2017-03-08 01:20:00
0,747528293498184;0,176904078184969;0,225028218912897;0,50482808157861;0,333153217373881;0,685952825665709;2017-03-08 01:40:00
0,740034918451987;0,190999718359821;0,225746826435595;0,522153032665537;0,329684227309207;0,68748440239621;2017-03-08 02:00:00
0,740603380819186;0,189397534029877;0,222201111913833;0,52489736014812;0,321933102899492;0,680460040720206;2017-03-08 02:20:00
0,731927386436576;0,189787531082084;0,231584318161255;0,540817893274818;0,318886099241044;0,684011945705312;2017-03-08 02:40:00
0,718920294354905;0,177056986166538;0,217882660316863;0,516458680426403;0,290991420962418;0,661616719267386;2017-03-08 03:00:00
0,702742049829318;0,197762707381876;0,221303156006688;0,538737461638988;0,297835853349451;0,655903174608269;2017-03-08 03:20:00
0,706944356841181;0,204421804994115;0,231477682708975;0,555759971081177;0,300710578482662;0,665953824680015;2017-03-08 03:40:00
0,702804907718859;0,211537100718453;0,227288864818675;0,571489071747411;0,295397854664845;0,6684265876682;2017-03-08 04:00:00
0,703284885413342;0,218146297083874;0,233540368818472;0,576237057539002;0,293211737472464;0,66097556344309;2017-03-08 04:20:00
