"P1";"P2";"P3";"P4";"time"
0,254322528324283;0,625510935738916;0,649373466003802;0,292291927372643;2017-03-09 05:00:00
0,259421995289862;0,623463699376871;0,654018204944344;0,290889457265276;2017-03-09 05:20:00
0,260013929876216;0,619048326374803;0,654186417462913;0,289318965143051;2017-03-09 05:40:00
0,264634979182315;0,616314257315457;0,652975884394236;0,291235954519514;2017-03-09 06:00:00
0,27600637166245;0,608005202488389;0,660140134146845;0,28160501085511;2017-03-09 06:20:00
0,264412692452397;0,612427226238769;0,645879641613658;0,291813079248076;2017-03-09 06:40:00
0,271459581923646;0,58618341061274;0,634304813198833;0,283944623055102;2017-03-09 07:00:00
0,290204864104072;0,538064278002559;0,627583186578857;0,277789369520079;2017-03-09 07:20:00
0,301445605542954;0,510785985447281;0,604176175913215;0,280141293981703;2017-03-09 07:40:00
0,350488483194803;0,452426120280247;0,603900409664147;0,25862432039397;2017-03-09 08:00:00
0,396118670365585;0,380639624028489;0,578190139997482;0,241225589107467;2017-03-09 08:20:00
0,448234039868063;0,308596378931227;0,565227774696607;0,214002560004244;2017-03-09 08:40:00
0,538641266125157;0,262171037987925;0,5607978726957;0,199274697595258;2017-03-09 09:00:00
0,608475061179909;0,228725507680398;0,570546600054441;0,191586803342484;2017-03-09 09:20:00
0,652341329781633;0,234329828595685;0,592165507944925;0,19197767521049;2017-03-09 09:40:00
0,67178958490907;0,220977077428479;0,595194983916303;0,190795806818498;2017-03-09 10:00:00
0,679753359093974;0,226919924292817;0,605574381307581;0,196964142932985;2017-03-09 10:20:00
0,67720328685113;0,220708779007321;0,597505925049385;0,19929125821298;2017-03-09 10:40:00
0,673729244857859;0,21593058773564;0,596286042389947;0,195309550416233;2017-03-09 11:00:00
0,666745035700706;0,224759380916496;0,608164440602892;0,194543599515742;2017-03-09 11:20:00
0,671882244864054;0,225620541351651;0,600937175415384;0,193259588947237;2017-03-09 11:40:00
0,653948474342674;0,222468829227358;0,600677536525303;0,19035646735592;2017-03-09 12:00:00
0,635081378305743;0,228898929050105;0,596779769186904;0,193174476288976;2017-03-09 12:20:00
0,627664065502886;0,24723457022303;0,612504697524039;0,187893761910892;2017-03-09 12:40:00
0,626608573704615;0,231500451266291;0,61358071001742;0,182574464726761;2017-03-09 13:00:00
0,637470954617671;0,233340694166032;0,612478833499755;0,180784488657226;2017-03-09 13:20:00
0,614319557465952;0,249288364455103;0,620101458846985;0,187006377929157;2017-03-09 13:40:00
0,663475648929635;0,228406573370267;0,629687401245399;0,168072426614041;2017-03-09 14:00:00
0,657025016240997;0,242684192306947;0,622933994576471;0,172458699287652;2017-03-09 14:20:00
0,639966991654269;0,236889930561662;0,641348249482709;0,167377550924592;2017-03-09 14:40:00
0,661710143153482;0,226921625824926;0,640856899974083;0,160922150990259;2017-03-09 15:00:00
0,646366294106458;0,239176950954372;0,641842115616361;0,157265583919219;2017-03-09 15:20:00
0,665630457079007;0,236752044724044;0,645312368429239;0,152319312357136;2017-03-09 15:40:00
0,645748447415715;0,247459525325737;0,648811538826215;0,158705808524284;2017-03-09 16:00:00
0,640196143345107;0,249991618900347;0,649009314610687;0,153717474398238;2017-03-09 16:20:00
0,635343445391225;0,258417477515197;0,637854145236796;0,154975534984722;2017-03-09 16:40:00
0,603367688424149;0,253632648648062;0,639817105519866;0,152271954311595;2017-03-09 17:00:00
0,590349198502834;0,261112466856771;0,637488889845895;0,146900794952421;2017-03-09 17:20:00
0,551629772426527;0,275717973107121;0,635585485637187;0,146184469040336;2017-03-09 17:40:00
0,524269726283924;0,288264305458628;0,626306033074645;0,144613294124777;2017-03-09 18:00:00
0,471829395602272;0,298127650271384;0,640219621918168;0,144444761437719;2017-03-09 18:20:00
0,434030062530748;0,334953736627363;0,644340494632549;0,14302543184806;2017-03-09 18:40:00
0,390975009937062;0,364295562746025;0,647248380522111;0,150733037907486;2017-03-09 19:00:00
0,372628985462087;0,387892371866327;0,666223839197143;0,147995449913068;2017-03-09 19:20:00
0,347854717824649;0,423329189356734;0,665648841818575;0,153620815989576;2017-03-09 19:40:00
0,329770413520391;0,438733975165378;0,694161232750025;0,153381815027431;2017-03-09 20:00:00
0,323399768140858;0,491460370515352;0,700737243739629;0,163205591030422;2017-03-09 20:20:00
0,309839790519958;0,500965096564083;0,714398282768184;0,166314699671374;2017-03-09 20:40:00
0,310053280059405;0,527112402469675;0,715938219341539;0,173079140707097;2017-03-09 21:00:00
0,313089442746659;0,542272264749042;0,723928015434297;0,172602671609324;2017-03-09 21:20:00
0,288735795270678;0,542054720298134;0,719944204340901;0,173067794433395;2017-03-09 21:40:00
0,289157533687642;0,549592598527331;0,723150972840534;0,172615035851942;2017-03-09 22:00:00
0,276471471875109;0,557224745306137;0,726177588785657;0,175505115753694;2017-03-09 22:20:00
0,270423848449616;0,581747956409014;0,711158182658775;0,173435000064616;2017-03-09 22:40:00
0,266723521415576;0,585239107889202;0,716755984236712;0,174469090352192;2017-03-09 23:00:00
0,253495767670408;0,600760420989546;0,721699060486864;0,180480814539653;2017-03-09 23:20:00
0,251497398913682;0,609184032984855;0,702862165815557;0,182697720886206;2017-03-09 23:40:00
0,24274632274118;0,631534809239964;0,713259120706249;0,189367183649588;2017-03-10 00:00:00
0,256334826130571;0,62262975103423;0,703644732838987;0,201737353245749;2017-03-10 00:20:00
0,244865917738025;0,631406198781669;0,702707611843881;0,207232270024527;2017-03-10 00:40:00
