NOM ETABLISSEMENT;ADRESSE;CODE POSTAL;COMMUNE;CODE DEPARTEMENT;REGION;FAUTEUILS;SEANCES;TRANCHE D'ENTREES
LE MAUBOURG;13 PLACE DE L HOTEL DE VILLE;43220;DUNIERES;43;AUVERGNE;182;295;De 5 à 10 000 entrées
GERARD PHILIPE;SAINT DENIS;61600;LA FERTE-MACE;61;BASSE-NORMANDIE;182;774;De 10 à 20 000 entrées
LE KOSMOS;243TER AVENUE DE LA REPUBLIQUE;94120;FONTENAY-SOUS-BOIS;94;ILE-DE-FRANCE;182;815;De 30 à 40 000 entrées
L EUROPE;14 RUE SAINT NICOLAS;32160;PLAISANCE;32;MIDI-PYRENEES;181;314;De 5 à 10 000 entrées
LE FOYER;6 PLACE DE L EGLISE;42440;NOIRETABLE;42;RHONE-ALPES;181;292;De 10 à 20 000 entrées
CINE LAMBERSART;15, PLACE FELIX CLOUET;59130;LAMBERSART;59;NORD-PAS-DE-CALAIS;181;657;De 20 à 30 000 entrées
CHANTECLER;25 BD DES FONTAINES;76390;AUMALE;76;HAUTE-NORMANDIE;181;93;De 2 à 5 000 entrées
SALLE PAUL ELUARD;4 AV DE VILLENEUVE ST GEORGES;94600;CHOISY-LE-ROI;94;ILE-DE-FRANCE;181;989;De 30 à 40 000 entrées
LA CITADELLE PLEIN AIR.;LA CITADELLE PLEIN AIR;06230;VILLEFRANCHE SUR MER;06;PROVENCE-ALPES-COTE D'AZUR;180;162;De 5 à 10 000 entrées
LE VULCAIN;10 RUE LEON BLUM;56650;INZINZAC-LOCHRIST;56;BRETAGNE;180;587;De 10 à 20 000 entrées
L'ATALANTE (EX UTOPIA);7 RUE DENIS ETCHEVERRY;64100;BAYONNE;64;AQUITAINE;180;1 509;De 50 à 75 000 entrées
LE DANTON;10 RUE DANTON;71130;GUEUGNON;71;BOURGOGNE;180;680;De 10 à 20 000 entrées
LA RAMASSE;9 RUE DES JARDINS;73480;LANSLEBOURG-MONT-CENIS;73;RHONE-ALPES;180;277;De 5 à 10 000 entrées
LAC BLANC;VAL THORENS;73440;SAINT-MARTIN-DE-BELLEVILLE;73;RHONE-ALPES;180;319;De 5 à 10 000 entrées
SALLE SERGE GAINSBOURG;RUE DU GENERAL JULIEN;93800;EPINAY-SUR-SEINE;93;ILE-DE-FRANCE;180;88;De 5 à 10 000 entrées
LE FOYER;4 RUE DES TOURNELLES;07120;RUOMS;07;RHONE-ALPES;179;327;De 10 à 20 000 entrées
JOACASINO;128 RUE PASTEUR;14750;SAINT-AUBIN-SUR-MER;14;BASSE-NORMANDIE;179;396;De 2 à 5 000 entrées
LE LASCAUX;RUE WILSON;24700;MONTPON-MENESTEROL;24;AQUITAINE;179;660;De 10 à 20 000 entrées
L'OUSTAL;PLACE DU 8 MAI 1945;31190;AUTERIVE;31;MIDI-PYRENEES;179;772;De 20 à 30 000 entrées
LE CUBE;14 ROUTE DE CHINON;37220;L ILE-BOUCHARD;37;CENTRE;179;151;De 2 à 5 000 entrées
SELECT CINE;18 RUE HENRI RENAUD;58360;SAINT-HONORE-LES-BAINS;58;BOURGOGNE;179;349;De 2 à 5 000 entrées
COMOEDIA;15 RUE LOUIS CASTAGNE;13140;MIRAMAS;13;PROVENCE-ALPES-COTE D'AZUR;178;941;De 20 à 30 000 entrées
VOX;9 RUE DES REMPARTS;58170;LUZY;58;BOURGOGNE;178;376;De 2 à 5 000 entrées
SELECT;32, RUE DES REMPARTS;59360;LE CATEAU-CAMBRESIS;59;NORD-PAS-DE-CALAIS;178;290;De 5 à 10 000 entrées
LE RIO;178 RUE SOUS LES VIGNES;63000;CLERMONT-FERRAND;63;AUVERGNE;178;1 546;De 20 à 30 000 entrées
HOLLYWOOD AVENUE;2 BIS,  AV PAUL DOUMER;80500;MONTDIDIER;80;PICARDIE;178;473;De 20 à 30 000 entrées
CINEMA LE RIO;AVENUE DES AIGUIERS;83210;SOLLIES-PONT;83;PROVENCE-ALPES-COTE D'AZUR;178;249;De 2 à 5 000 entrées
LA COUPOLE;QUARTIER SAINTE APPOLONIE;06610;GAUDE;06;PROVENCE-ALPES-COTE D'AZUR;177;693;De 10 à 20 000 entrées
LE CITHEA;RUE DES ECOLES;22150;PLOUGUENAST;22;BRETAGNE;177;269;De 5 à 10 000 entrées
EMILIEN JOLY;AVENUE DE LA GARE;38520;LE BOURG-D OISANS;38;RHONE-ALPES;177;239;De 5 à 10 000 entrées
TRIANON; 4 RUE PAUL MENDRAS;48100;MARVEJOLS;48;LANGUEDOC-ROUSSILLON;177;1 042;De 10 à 20 000 entrées
LES AMPHIS;RUE PIERRE COT;69120;VAULX-EN-VELIN;69;RHONE-ALPES;177;492;De 5 à 10 000 entrées
AUDITORIUM DU CONSERVATOIRE;11 BD CARNOT;92340;BOURG-LA-REINE;92;ILE-DE-FRANCE;177;36;Moins de 2000 entrées
VOX;PLACE BERTRAN DE BORN;24290;MONTIGNAC;24;AQUITAINE;176;465;De 10 à 20 000 entrées
LE VENISE;5 RUE COMPANE;30250;SOMMIERES;30;LANGUEDOC-ROUSSILLON;176;2 171;De 40 à 50 000 entrées
LES TRAVAILLEURS SYNDIQUES;RUE JOSEPH NIVET;66260;SAINT-LAURENT-DE-CERDANS;66;LANGUEDOC-ROUSSILLON;176;77;Moins de 2000 entrées
VOX;RUE AMBROISE CROIZAT;80610;SAINT-OUEN;80;PICARDIE;176;225;De 10 à 20 000 entrées
CINEMA JEANNE MOREAU;22 RUE PAUL VAILLANT COUTURIER;92140;CLAMART;92;ILE-DE-FRANCE;176;1 161;De 40 à 50 000 entrées
LE NAVIRE SALLE 1;RUE SILHOL;07200;AUBENAS;07;RHONE-ALPES;175;1 566;De 20 à 30 000 entrées
REX;41 43 RUE DE LA CHALOTAIS;29160;CROZON;29;BRETAGNE;175;628;De 20 à 30 000 entrées
VOX;RUE DES ECOLES;71110;MARCIGNY;71;BOURGOGNE;175;546;De 10 à 20 000 entrées
CINEMA VENTURA;RUE SAMUEL DESBORDES;91200;ATHIS-MONS;91;ILE-DE-FRANCE;175;482;De 10 à 20 000 entrées
MERCURY 3;16 PLACE GARIBALDI;06300;NICE;06;PROVENCE-ALPES-COTE D'AZUR;174;4 842;De 50 à 75 000 entrées
EDEN (SALLE DE L'AUMONERIE);6 AVENUE PASTEUR;17000;SAINT-JEAN-D ANGELY;17;POITOU-CHARENTES;174;852;De 20 à 30 000 entrées
REGAIN;PLACE DU 19 MARS 1962;26170;BUIS-LES-BARONNIES;26;RHONE-ALPES;174;319;De 5 à 10 000 entrées
L'EMBELLIE;46 AVENUE LA LIBERTE;73500;FOURNEAUX;73;RHONE-ALPES;174;488;De 10 à 20 000 entrées
MJC NOVEL;PLACE ANNAPURNA;74000;ANNECY;74;RHONE-ALPES;174;701;De 20 à 30 000 entrées
CASINO 2;11 COURS FORBIN;13120;GARDANNE;13;PROVENCE-ALPES-COTE D'AZUR;173;2 173;De 30 à 40 000 entrées
VOX;PLACE DE L EGLISE;16260;CHASSENEUIL-SUR-BONNIEURE;16;POITOU-CHARENTES;173;573;De 20 à 30 000 entrées
CINEMA REX;13 RUE DE L'EGLISE;17380;TONNAY-BOUTONNE;17;POITOU-CHARENTES;173;332;De 2 à 5 000 entrées
LE CLAIR;4 AVENUE DU GENERAL LECLERC;24800;THIVIERS;24;AQUITAINE;173;691;De 10 à 20 000 entrées
L'AURORE;5 RUE DU FRERE CYPRIEN;35330;MAURE-DE-BRETAGNE;35;BRETAGNE;173;236;De 5 à 10 000 entrées
SALLE ADALRIC;RUE ATHIC;67210;OBERNAI;67;ALSACE;173;521;De 10 à 20 000 entrées
LE TEMPLE;RUE DU BARRY;12360;CAMARES;12;MIDI-PYRENEES;172;143;De 2 à 5 000 entrées
ALPHA;RUE DE RENTIERE;23110;EVAUX-LES-BAINS;23;LIMOUSIN;172;850;De 10 à 20 000 entrées
LE KERFANY;13 RUE DES MOULINS;29350;MOELAN-SUR-MER;29;BRETAGNE;172;956;De 40 à 50 000 entrées
LE SENECHAL 1;102 RUE NATIONALE;32700;LECTOURE;32;MIDI-PYRENEES;172;730;De 10 à 20 000 entrées
CINE TENCE;8 RUE DE ST AGREVE;43190;TENCE;43;AUVERGNE;172;475;De 10 à 20 000 entrées
FOYER RURAL;RUE GEORGES PEZIERES;66220;SAINT-PAUL-DE-FENOUILLET;66;LANGUEDOC-ROUSSILLON;172;245;De 2 à 5 000 entrées
LE MOTTARET;STATION DE MERIBEL;73550;LES ALLUES;73;RHONE-ALPES;172;367;De 5 à 10 000 entrées
STUDIO 28;10 RUE THOLOZE;75018;PARIS 18ME;75;ILE-DE-FRANCE;172;1 361;De 50 à 75 000 entrées
TOMETTE;QUARTIER LES PLANTIERS;83690;SALERNES;83;PROVENCE-ALPES-COTE D'AZUR;172;396;De 5 à 10 000 entrées
SALLE LES AUGUSTINS;AVENUE DE LA GARE;01120;MONTLUEL;01;RHONE-ALPES;171;115;De 5 à 10 000 entrées
JACQUES DEMY;RUE DU STADE;44450;LA CHAPELLE-BASSE-MER;44;PAYS-DE-LA-LOIRE;171;300;De 5 à 10 000 entrées
REX;6, RUE CLEMENCEAU;67230;BENFELD;67;ALSACE;171;928;De 10 à 20 000 entrées
ECULLY CINEMA;21, AV EDOUARD AYNARD;69130;ECULLY;69;RHONE-ALPES;171;649;De 10 à 20 000 entrées
PIERRE BRASSEUR;103 AV DU GENERAL DE GAULLE;77330;OZOIR-LA-FERRIERE;77;ILE-DE-FRANCE;171;507;De 10 à 20 000 entrées
SERRE AIGLE 1;CHANTEMERLE;05330;SAINT CHAFFREY;05;PROVENCE-ALPES-COTE D'AZUR;170;747;De 5 à 10 000 entrées
ETOILE;11 RUE DUQUESNE;29660;CARANTEC;29;BRETAGNE;170;287;De 10 à 20 000 entrées
CINEMA SAINT-LOUIS;1 IMPASSE DE L EVECHE;49380;THOUARCE;49;PAYS-DE-LA-LOIRE;170;26;Moins de 2000 entrées
CERETAN;BLD GEORGES CLEMENCEAU;66400;CERET;66;LANGUEDOC-ROUSSILLON;170;99;De 5 à 10 000 entrées
RHODO;LE CENTRE;73350;CHAMPAGNY-EN-VANOISE;73;RHONE-ALPES;170;321;De 5 à 10 000 entrées
ESPACE CULTUREL FRANCOIS MIT;PARC GEORGES PIERRE;76380;CANTELEU;76;HAUTE-NORMANDIE;170;130;De 2 à 5 000 entrées
CINEMA LE CONCORDE;PLACE ROBERT DE FLERS;14130;PONT-L EVEQUE;14;BASSE-NORMANDIE;169;1 023;De 20 à 30 000 entrées
CINEMA LOUIS DELLUC;PLACE DES DROITS DE L'HOMME;24300;NONTRON;24;AQUITAINE;169;528;De 10 à 20 000 entrées
LE DAUPHIN;RESIDENCE DE L OCEAN;29217;PLOUGONVELIN;29;BRETAGNE;169;531;De 10 à 20 000 entrées
JEAN RENOIR;RUE DE L HOTEL DE VILLE;33320;EYSINES;33;AQUITAINE;169;349;De 10 à 20 000 entrées
LE DIAMANT;6, RUE ALEXANDRE DUMAS;38480;LE PONT-DE-BEAUVOISIN;38;RHONE-ALPES;169;744;De 20 à 30 000 entrées
PAUL GRIMAULT;1 AV DE LA DIVISION LECLERC;78410;AUBERGENVILLE;78;ILE-DE-FRANCE;169;743;De 5 à 10 000 entrées
JEANNE D ARC;AV DE VERDUN;85190;AIZENAY;85;PAYS-DE-LA-LOIRE;169;286;De 5 à 10 000 entrées
CINEMA THEATRE TRIANON;RUE DU CANON;27130;VERNEUIL-SUR-AVRE;27;HAUTE-NORMANDIE;168;933;De 30 à 40 000 entrées
LE MELIES (EX-NOUVEAU CINEMA;3 RUE GAUGIRAN;41600;LAMOTTE-BEUVRON;41;CENTRE;168;387;De 10 à 20 000 entrées
LE FOYER;RUE ALFRED DORNIER;70180;DAMPIERRE-SUR-SALON;70;FRANCHE-COMTE;168;191;De 5 à 10 000 entrées
LES 4 VENTS;80 RUE DU GENERAL LECLERC;77170;BRIE-COMTE-ROBERT;77;ILE-DE-FRANCE;168;735;De 10 à 20 000 entrées
JEAN GABIN;RUE PIERRE DE COUBERTIN;77460;CHAMPAGNE-SUR-SEINE;77;ILE-DE-FRANCE;168;561;De 5 à 10 000 entrées
LES YEUX D'ELSA;11 BIS AVE JEAN JAURES;78210;SAINT-CYR-L ECOLE;78;ILE-DE-FRANCE;168;1 106;De 20 à 30 000 entrées
CINEMA STAR;3 TRAVERSE DE LA GENDARMERIE;83990;SAINT-TROPEZ;83;PROVENCE-ALPES-COTE D'AZUR;168;611;De 10 à 20 000 entrées
ARLETTY  EX  LE THEATRE;BD MARECHAL FOCH;22410;SAINT-QUAY-PORTRIEUX;22;BRETAGNE;167;1 236;De 30 à 40 000 entrées
LE RABELAIS;18 BIS RUE RABELAIS;37160;DESCARTES;37;CENTRE;167;395;De 10 à 20 000 entrées
LE MELIES;RUE TRUDAINE;59650;VILLENEUVE-D ASCQ;59;NORD-PAS-DE-CALAIS;167;1 248;De 40 à 50 000 entrées
LE ROND POINT;1 PLACE DE L'EUROPE;81290;LABRUGUIERE;81;MIDI-PYRENEES;167;359;De 5 à 10 000 entrées
JEAN RENOIR;ALLEE JEAN RENOIR;13500;MARTIGUES;13;PROVENCE-ALPES-COTE D'AZUR;166;1 175;De 20 à 30 000 entrées
L'ARC EN CIEL;7 RUE EMILE PLANCHON;34190;GANGES;34;LANGUEDOC-ROUSSILLON;166;1 177;De 20 à 30 000 entrées
RIO CINEMA;ALLEES MARINES;40130;CAPBRETON;40;AQUITAINE;166;434;De 10 à 20 000 entrées
JEAN RENOIR;PLACE PAUL ELUARD;59282;DOUCHY-LES-MINES;59;NORD-PAS-DE-CALAIS;166;582;De 20 à 30 000 entrées
LE FAMILY;COURS DE LA REPUBLIQUE;64330;GARLIN;64;AQUITAINE;166;559;De 10 à 20 000 entrées
L'ETERLOU;VALLANDRY;73210;LANDRY;73;RHONE-ALPES;166;354;De 5 à 10 000 entrées
CHANTELOUVE;SALLE COMMUNALE;73480;LANSLEVILLARD;73;RHONE-ALPES;166;217;De 5 à 10 000 entrées
MAJESTIC;52 BD DE STRASBOURG;86500;MONTMORILLON;86;POITOU-CHARENTES;166;539;De 10 à 20 000 entrées
ARMAND LUNEL;RUE DES ALLUMETTES;13100;AIX-EN-PROVENCE;13;PROVENCE-ALPES-COTE D'AZUR;165;745;De 10 à 20 000 entrées
LE PHENIX (EX: COLISEE);33 RUE D ABRANTES;21500;MONTBARD;21;BOURGOGNE;165;774;De 20 à 30 000 entrées
ATELIER BARBARA (EX-ANATOLE FRANCE);22-24 RUE ALSACE LORRAINE;94456;LIMEIL-BREVANNES;94;ILE-DE-FRANCE;165;13;Moins de 2000 entrées
JEAN RENOIR;PLACE GEORGES POMPIDOU;01100;OYONNAX;01;RHONE-ALPES;164;398;De 5 à 10 000 entrées
SALLE RAIMU;AVENUE DE LA BORDE;06150;CANNES;06;PROVENCE-ALPES-COTE D'AZUR;164;396;De 10 à 20 000 entrées
CINEMA DE BARAQUEVILLE;PLACE RENE CASSIN;12160;BARAQUEVILLE;12;MIDI-PYRENEES;164;294;De 2 à 5 000 entrées
CINEMA MARCEL PAGNOL;9 RUE VICTOR HUGO;30220;AIGUES-MORTES;30;LANGUEDOC-ROUSSILLON;164;751;De 5 à 10 000 entrées
CINEPILAT;RUE DES TROIS SAPINS;42410;PELUSSIN;42;RHONE-ALPES;164;461;De 20 à 30 000 entrées
QUARTIER LATIN 1;9 RUE CHAMPOLLION;75005;PARIS 5ME;75;ILE-DE-FRANCE;164;3 457;De 75 à 100 000 entrées
CINEMA JEAN PERRIN;RUE DE BUGEY;01330;VILLARS LES DOMBES;01;RHONE-ALPES;163;26;Moins de 2000 entrées
ATOMIC 1;23 RUE DU PRIEURE;18700;AUBIGNY-SUR-NERE;18;CENTRE;163;458;De 5 à 10 000 entrées
FORUM;201, AVENUE RAYMOND PINCHARD;54100;NANCY;54;LORRAINE;163;4;Moins de 2000 entrées
CINE POCHE 1;97 GRANDE RUE;72000;LE MANS;72;PAYS-DE-LA-LOIRE;163;119;Moins de 2000 entrées
L'ATALANTE;48 RUE DU PRIEURE;78600;MAISONS-LAFFITTE;78;ILE-DE-FRANCE;163;1 178;De 40 à 50 000 entrées
CINE BOR;RUE BOR;31290;VILLEFRANCHE-DE-LAURAGAIS;31;MIDI-PYRENEES;162;587;De 10 à 20 000 entrées
LE 7ÈME ART;5 PLACE DE LA MAIRIE;33770;SALLES;33;AQUITAINE;162;453;De 10 à 20 000 entrées
LE CINEMATOGRAPHE;12 BIS RUE DES CARMELITES;44000;NANTES;44;PAYS-DE-LA-LOIRE;162;1 112;De 40 à 50 000 entrées
LE CINE THEATRE;130 RUE THEOPHILE ROUSSEL;48200;SAINT-CHELY-D APCHER;48;LANGUEDOC-ROUSSILLON;162;1 103;De 20 à 30 000 entrées
ROYAL;12 RUE BERNARD MOUTARDIER;74500;EVIAN-LES-BAINS;74;RHONE-ALPES;162;691;De 10 à 20 000 entrées
LE TIGRE;PLACE DE LA LIBERTE;85210;SAINTE-HERMINE;85;PAYS-DE-LA-LOIRE;162;247;De 5 à 10 000 entrées
LES 400 COUPS;4 RUE AIME RASSETEAU;86100;CHATELLERAULT;86;POITOU-CHARENTES;162;1 116;De 30 à 40 000 entrées
CINEMA L'HORLOGE;1 PLACE LIEUTENANT GIRAUD;01800;MEXIMIEUX;01;RHONE-ALPES;161;859;De 30 à 40 000 entrées
L EDEN;RUE DU 19 MARS;13550;NOVES;13;PROVENCE-ALPES-COTE D'AZUR;161;131;De 2 à 5 000 entrées
LE CLUB;AVENUE DE LA DOUBLE;24490;LA ROCHE-CHALAIS;24;AQUITAINE;161;559;De 10 à 20 000 entrées
CLUB DE L ETOILE;14 RUE TROYON;75017;PARIS 17ME;75;ILE-DE-FRANCE;161;38;De 2 à 5 000 entrées
VOX;58, RUE LESUR;02120;GUISE;02;PICARDIE;160;748;De 5 à 10 000 entrées
LE HUBLOT;1 RUE DE LA PAIX;05300;LARAGNE MONTEGLIN;05;PROVENCE-ALPES-COTE D'AZUR;160;672;De 10 à 20 000 entrées
FRANCOIS TRUFFAUT;PLACE DE LA LIBERATION;20100;SARTENE;2A;CORSE;160;245;De 2 à 5 000 entrées
CLOS; ;38880;AUTRANS;38;RHONE-ALPES;160;466;De 5 à 10 000 entrées
LE SCHUSS;AVENUE DU PERE TASSE;38410;CHAMROUSSE;38;RHONE-ALPES;160;251;De 2 à 5 000 entrées
ATLANTIC;PLACE DES ANCIENS COMBATTANTS;44420;LA TURBALLE;44;PAYS-DE-LA-LOIRE;160;1 549;De 30 à 40 000 entrées
CINEMA JEANNE D'ARC;RUE JEANNE D ARC;49600;BEAUPREAU;49;PAYS-DE-LA-LOIRE;160;302;De 10 à 20 000 entrées
LE CLUB;LOBAU;57370;PHALSBOURG;57;LORRAINE;160;114;De 2 à 5 000 entrées
CINE LUMIERE;8 RUE TRAVOT;85110;CHANTONNAY;85;PAYS-DE-LA-LOIRE;160;917;De 10 à 20 000 entrées
SALLE BELLE EPINE;1 PLACE DE LA REPUBLIQUE;85120;LA CHATAIGNERAIE;85;PAYS-DE-LA-LOIRE;160;105;De 2 à 5 000 entrées
L'EAU VIVE;AVENUE CHARLES DE GAULLE;05120;ARGENTIERE LA BESSEE;05;PROVENCE-ALPES-COTE D'AZUR;159;650;De 10 à 20 000 entrées
LES VARIETES;AVENUE DES MARTYRS;05400;VEYNES;05;PROVENCE-ALPES-COTE D'AZUR;159;404;De 5 à 10 000 entrées
VOX;AV DE JAGORNAC;07160;CHEYLARD;07;RHONE-ALPES;159;240;De 5 à 10 000 entrées
7 EME ART;ROUTE DE PIERRELATTE;26130;SAINT-PAUL-TROIS-CHATEAUX;26;RHONE-ALPES;159;1 093;De 20 à 30 000 entrées
JEAN VILAR;1 RUE DES DOCTEURS GRANDJEAN;54800;CONFLANS-EN-JARNISY;54;LORRAINE;159;333;De 10 à 20 000 entrées
LE FORUM;22 RUE DU COMMERCE;64360;MONEIN;64;AQUITAINE;159;707;De 5 à 10 000 entrées
LE NOUVEAU PALACE;15 RUE DU FAUBOURG;66230;PRATS-DE-MOLLO-LA-PRESTE;66;LANGUEDOC-ROUSSILLON;159;299;De 2 à 5 000 entrées
CIN ' EVASION; 6 RUE AMBROISE PARE;35370;ARGENTRE-DU-PLESSIS;35;BRETAGNE;158;411;De 5 à 10 000 entrées
L'ATELIER;AVENUE PAUL MAZET;46500;GRAMAT;46;MIDI-PYRENEES;158;492;De 10 à 20 000 entrées
GRAND ECRAN;PLACE ADRIEN PRINTZ;57290;SEREMANGE-ERZANGE;57;LORRAINE;158;470;De 5 à 10 000 entrées
CHARLIE CHAPLIN;PLACE DU CENTENAIRE;73800;MONTMELIAN;73;RHONE-ALPES;158;281;De 10 à 20 000 entrées
MJC LOUISE MICHEL;2 AV DU PARC DES SPORTS;94260;FRESNES;94;ILE-DE-FRANCE;158;669;De 10 à 20 000 entrées
GD ANGLE 1;RUE DU MOULIN;32500;FLEURANCE;32;MIDI-PYRENEES;157;802;De 10 à 20 000 entrées
JULIEN MAUNOIR;11 AVENUE DES ACACIAS;35420;SAINT-GEORGES-DE-REINTEMBAULT;35;BRETAGNE;157;399;De 5 à 10 000 entrées
LE VAUTIER;BOULEVARD VOLTAIRE;66200;ELNE;66;LANGUEDOC-ROUSSILLON;157;500;De 10 à 20 000 entrées
LE CINE;GROUPE MAURICE THOREZ;07350;CRUAS;07;RHONE-ALPES;156;458;De 10 à 20 000 entrées
LE MELIES;12 RUE DENIS PAPIN;13110;PORT-DE-BOUC;13;PROVENCE-ALPES-COTE D'AZUR;155;1 513;De 10 à 20 000 entrées
ELDORADO;7 RUE DU PRESIDENT WILSON;25290;ORNANS;25;FRANCHE-COMTE;155;597;De 10 à 20 000 entrées
MONTJEAN CINEMA;RUE DE L AUMONERIE;49570;MONTJEAN-SUR-LOIRE;49;PAYS-DE-LA-LOIRE;155;567;De 10 à 20 000 entrées
AIGLON;RUE DU PRE DE LA VILLE;53370;SAINT-PIERRE-DES-NIDS;53;PAYS-DE-LA-LOIRE;155;222;De 5 à 10 000 entrées
LOUIS JOUVET;1 AVENUE DE LA GARE;64440;LARUNS;64;AQUITAINE;155;233;De 2 à 5 000 entrées
LE CENTRAL;SQUARE DE LA MAIRIE;91190;GIF-SUR-YVETTE;91;ILE-DE-FRANCE;155;828;De 20 à 30 000 entrées
L ECLAT;20 AVENUE STEPHEN LIEGEARD;06100;NICE;06;PROVENCE-ALPES-COTE D'AZUR;154;34;Moins de 2000 entrées
LE FORUM;RUE DES DOUVES;17160;MATHA;17;POITOU-CHARENTES;154;302;De 5 à 10 000 entrées
VOG;14 RUE DU PALAIS DE JUSTICE;33430;BAZAS;33;AQUITAINE;154;710;De 10 à 20 000 entrées
LE COTENTIN;PLACE DU MARCHE;50770;PIROU;50;BASSE-NORMANDIE;154;566;De 10 à 20 000 entrées
CURIAL CINEMA;67 PLACE FRANCOIS MITTERRAND;73000;CHAMBERY;73;RHONE-ALPES;154;404;De 5 à 10 000 entrées
L'ECHIQUIER;LA FOURNIERE;85708;POUZAUGES;85;PAYS-DE-LA-LOIRE;154;998;De 20 à 30 000 entrées
CINEMA LANDOWSKI;28 AVENUE ANDRE-MORIZET;92100;BOULOGNE-BILLANCOURT;92;ILE-DE-FRANCE;154;1 668;De 50 à 75 000 entrées
CINE MONTROUGE;88 RUE RACINE;92120;MONTROUGE;92;ILE-DE-FRANCE;154;667;De 10 à 20 000 entrées
SALLE MARIE VERMILLARD;QUARTIER CHANTEGRENOUILLE;32140;MASSEUBE;32;MIDI-PYRENEES;153;249;De 5 à 10 000 entrées
LA COMETE;5 RUE DES FRIPIERS;51000;CHALONS-EN-CHAMPAGNE;51;CHAMPAGNE-ARDENNE;153;746;De 20 à 30 000 entrées
CINE'MONCLAR;PLACE DES CAPITOULS;82230;MONCLAR-DE-QUERCY;82;MIDI-PYRENEES;153;163;De 2 à 5 000 entrées
ROC;71 RUE NATIONALE;85280;LA FERRIERE;85;PAYS-DE-LA-LOIRE;153;368;De 5 à 10 000 entrées
CINE MISTRAL; AVENUE FREDERIC MISTRAL;34110;FRONTIGNAN;34;LANGUEDOC-ROUSSILLON;152;1 643;De 50 à 75 000 entrées
RIO BORVO;RUE DE LA PETITE MURETTE;71140;BOURBON-LANCY;71;BOURGOGNE;152;710;De 10 à 20 000 entrées
ETOILE CINEMA;RUE DE LA HALLE AU BLE;21210;SAULIEU;21;BOURGOGNE;151;440;De 10 à 20 000 entrées
JACQUES TATI;33 BD VICTOR HUGO;44600;SAINT-NAZAIRE;44;PAYS-DE-LA-LOIRE;151;919;De 20 à 30 000 entrées
LES CARDINAUX;AVENUE PRAT GODET;56750;DAMGAN;56;BRETAGNE;151;342;De 10 à 20 000 entrées
CINEMA CORNAY;RUE DE L ABREUVOIR;86200;LOUDUN;86;POITOU-CHARENTES;151;536;De 20 à 30 000 entrées
 CINEMA CLUB 2000;STATION ISOLA 2000;06420;ISOLA;06;PROVENCE-ALPES-COTE D'AZUR;150;373;De 2 à 5 000 entrées
CINEMA POUR TOUS;RUE DU CHATEAU;12140;ENTRAYGUES-SUR-TRUYERE;12;MIDI-PYRENEES;150;183;De 2 à 5 000 entrées
LE SILVERADO;LA CLE DES CHANTS;16380;MARTHON;16;POITOU-CHARENTES;150;362;De 5 à 10 000 entrées
 SALLE D'ANIMATION RURALE;.;26800;MONTOISON;26;RHONE-ALPES;150;1;Moins de 2000 entrées
M J C CINE 113;20 AV DE TOULOUSE;31320;CASTANET-TOLOSAN;31;MIDI-PYRENEES;150;617;De 10 à 20 000 entrées
CINE ASTARAC;RUE DESMONTS;32300;MIRANDE;32;MIDI-PYRENEES;150;295;De 10 à 20 000 entrées
CINE MONTAL;20 RUE DU PERRY;35360;MONTAUBAN-DE-BRETAGNE;35;BRETAGNE;150;317;De 10 à 20 000 entrées
SALLE FETES;FONCINE LE HAUT;39460;FONCINE-LE-HAUT;39;FRANCHE-COMTE;150;40;Moins de 2000 entrées
MALOUINE;LE BOURG;44910;SAINT-MALO-DE-GUERSAC;44;PAYS-DE-LA-LOIRE;150;668;De 10 à 20 000 entrées
FOYER RURAL;FOYER RURAL;63610;BESSE-ET-SAINT-ANASTAISE;63;AUVERGNE;150;298;De 2 à 5 000 entrées
LE PARC;RUE DU GRAND COULOIR;73700;PRALOGNAN-LA-VANOISE;73;RHONE-ALPES;150;277;De 5 à 10 000 entrées
LE CHARMIEUX;LE CHINAILLON;74450;LE GRAND-BORNAND;74;RHONE-ALPES;150;328;De 10 à 20 000 entrées
CINEMA MARC BARON;SQUARE MARC BARON;83430;SAINT-MANDRIER-SUR-MER;83;PROVENCE-ALPES-COTE D'AZUR;150;307;De 2 à 5 000 entrées
CENTRE CULTUREL EDMOND ROSTA;20 BD EDMOND ROSTAND;92500;RUEIL-MALMAISON;92;ILE-DE-FRANCE;150;6;Moins de 2000 entrées
PICCOLI PICCOLO;PLACE PAPILLON;02140;VERVINS;02;PICARDIE;149;243;De 5 à 10 000 entrées
JEAN VIGO;31 RUE LOUIS DE COPPET;06000;NICE;06;PROVENCE-ALPES-COTE D'AZUR;149;93;De 5 à 10 000 entrées
LE CAPITOLE;PLACE EMILE ROUX;16500;CONFOLENS;16;POITOU-CHARENTES;149;755;De 10 à 20 000 entrées
L ABREUVOIR;RUE PRINCIPALE;21580;SALIVES;21;BOURGOGNE;149;41;Moins de 2000 entrées
MON CINE;10 AV. AMBROISE CROIZAT;38400;SAINT-MARTIN-D HERES;38;RHONE-ALPES;149;1 038;De 20 à 30 000 entrées
ECRAN BLEU(EX CINE BLEU);SQUARE DE LATTRE DE TASSIGNY;83240;CAVALAIRE-SUR-MER;83;PROVENCE-ALPES-COTE D'AZUR;149;640;De 10 à 20 000 entrées
