NOM ETABLISSEMENT;ADRESSE;CODE POSTAL;COMMUNE;CODE DEPARTEMENT;REGION;FAUTEUILS;SEANCES;TRANCHE D'ENTREES
LUXOR 1;4 AVENUE CHARLES ET HENRI MOUREU;64400;OLORON-SAINTE-MARIE;64;AQUITAINE;429;3 235;De 50 à 75 000 entrées
CINEMA LA BRECHE;138 RUE DE LA REPUBLIQUE;33220;SAINTE-FOY-LA-GRANDE;33;AQUITAINE;427;889;De 30 à 40 000 entrées
PARIS 1;PLACE DE LA LIBERTE;43100;BRIOUDE;43;AUVERGNE;427;1 148;De 20 à 30 000 entrées
LUMIERE 1;PLACE EVARISTE GRAS;13600;LA CIOTAT;13;PROVENCE-ALPES-COTE D'AZUR;426;4 441;De 75 à 100 000 entrées
ESPACE PLANOISE;PLACE DE L' EUROPE;25050;BESANCON;25;FRANCHE-COMTE;426;332;De 20 à 30 000 entrées
CINE LAETITIA;24 COURS NAPOLEON;20000;AJACCIO;2A;CORSE;426;613;De 20 à 30 000 entrées
ARCADES BIS 3;8 RUE MANDAJORS;30100;ALES;30;LANGUEDOC-ROUSSILLON;426;4 254;De 50 à 75 000 entrées
AGORA CINE;AVENUE DES SPORTS;59211;SANTES;59;NORD-PAS-DE-CALAIS;426;139;De 10 à 20 000 entrées
VOG;RUE DES IRIS;30240;LE GRAU-DU-ROI;30;LANGUEDOC-ROUSSILLON;425;2 680;De 40 à 50 000 entrées
ESPACE RONSARD;PLACE DU CHAMP DE FOIRE;72800;LE LUDE;72;PAYS-DE-LA-LOIRE;425;181;De 5 à 10 000 entrées
LE LIDO;70 AV DE LA REPUBLIQUE;94100;SAINT-MAUR-DES-FOSSES;94;ILE-DE-FRANCE;425;1 459;De 50 à 75 000 entrées
CASINO;PLACE DE L HOTEL DE VILLE;88240;BAINS-LES-BAINS;88;LORRAINE;423;2;Moins de 2000 entrées
REX 1;21 AVENUE MILN;56340;CARNAC;56;BRETAGNE;422;1 002;De 40 à 50 000 entrées
JEU DE PAUME;SQUARE DE LA REVOLUTION;38220;VIZILLE;38;RHONE-ALPES;420;1 587;De 30 à 40 000 entrées
REX I;127 RUE LYCEE POLONAIS;38250;VILLARD-DE-LANS;38;RHONE-ALPES;419;1 446;De 30 à 40 000 entrées
MAISON DU PEUPLE 2;12 RUE DE LA POYAT;39200;SAINT-CLAUDE;39;FRANCHE-COMTE;419;2 534;De 40 à 50 000 entrées
LOUIS JOUVET;3 PLACE MAURICE BERTEAUX;78400;CHATOU;78;ILE-DE-FRANCE;419;865;De 50 à 75 000 entrées
THEATRE VICTOR HUGO;14 AV VICTOR HUGO;92220;BAGNEUX;92;ILE-DE-FRANCE;418;154;De 5 à 10 000 entrées
CINEMASSY 1;PLACE DE FRANCE;91300;MASSY;91;ILE-DE-FRANCE;417;3 694;De 75 à 100 000 entrées
MAULE BAITHA 1;15 RUE ARNAUD DE MAYTIE;64130;MAULEON-LICHARRE;64;AQUITAINE;416;1 109;De 10 à 20 000 entrées
LE BIJOU 1;PLACE DE LA LIBERATION;93160;NOISY-LE-GRAND;93;ILE-DE-FRANCE;416;5 014;De 100 à 150 000 entrées
AQUITAINE;1 RUE CARNOT;40700;HAGETMAU;40;AQUITAINE;415;562;De 10 à 20 000 entrées
CESAR 1;RUE SCUDERY;84400;APT;84;PROVENCE-ALPES-COTE D'AZUR;415;4 098;De 50 à 75 000 entrées
LE ROCHEBRUNE 1;71 RUE CHARLES FEIGE;74120;MEGEVE;74;RHONE-ALPES;414;975;De 10 à 20 000 entrées
LE DUNOIS 1;17 RUE DE VARIZE;28200;CHATEAUDUN;28;CENTRE;412;2 613;De 50 à 75 000 entrées
CENTRAL 1;43 RUE DU CENTRE;31770;COLOMIERS;31;MIDI-PYRENEES;412;2 143;De 50 à 75 000 entrées
LE CUBIC 1;133, GRAND'RUE;67700;SAVERNE;67;ALSACE;412;2 754;De 50 à 75 000 entrées
LE FRANCE 1;AVENUE DE LA GARE;74200;THONON-LES-BAINS;74;RHONE-ALPES;412;3 056;De 40 à 50 000 entrées
LE REGENT;PLACE DE L HOTEL DE VILLE;23400;BOURGANEUF;23;LIMOUSIN;410;112;De 2 à 5 000 entrées
ESPACE ROYAL;BLVD VICTOR ETIENNE;22600;LOUDEAC;22;BRETAGNE;409;1 921;De 30 à 40 000 entrées
FRANCOIS TRUFFAUT - SALLE JULES;2 RUE DE L ECOLE;91380;CHILLY-MAZARIN;91;ILE-DE-FRANCE;409;2 677;De 40 à 50 000 entrées
LE ZOETROPE 1;33 BIS COURS DE LA REPUBLIQUE;33390;BLAYE;33;AQUITAINE;408;2 342;De 50 à 75 000 entrées
CINEMA ST PAUL;38 RUE JULIEN DOUILLARD;44400;REZE;44;PAYS-DE-LA-LOIRE;408;437;De 20 à 30 000 entrées
MODERN 1;PLACE DU POSTILLON;63500;ISSOIRE;63;AUVERGNE;408;3 396;De 75 à 100 000 entrées
ESPACE GRUN;32 RUE GEORGES RISLER;68700;CERNAY;68;ALSACE;408;778;De 20 à 30 000 entrées
CINE-MEYZIEU 1;27 RUE LOUIS SAULNIER;69330;MEYZIEU;69;RHONE-ALPES;408;2 939;De 50 à 75 000 entrées
IMPERIAL 1;39 RUE DE LA REPUBLIQUE;54304;LUNEVILLE;54;LORRAINE;406;3 292;De 20 à 30 000 entrées
LE MELIES 1;6 RUE BARGOIN;64000;PAU;64;AQUITAINE;406;3 677;De 100 à 150 000 entrées
LE VIKING;68 RUE DE LA REPUBLIQUE;27110;LE NEUBOURG;27;HAUTE-NORMANDIE;405;984;De 30 à 40 000 entrées
SALLE ANDRE MALRAUX;102 AV DU GENERAL DE GAULLE;94550;CHEVILLY-LARUE;94;ILE-DE-FRANCE;405;478;De 10 à 20 000 entrées
ELDORADO 1;21 RUE ALFRED DE MUSSET;21000;DIJON;21;BOURGOGNE;403;6 518;De 75 à 100 000 entrées
PLANET DINO IMAX 3 D;BOIS DE COULANGE;57360;AMNEVILLE;57;LORRAINE;403;276;Moins de 2000 entrées
THEATRE MUNICIPAL;RUE JULES FERRY;88110;RAON-L ETAPE;88;LORRAINE;403;536;De 10 à 20 000 entrées
TRIANON 1;BD LUCIEN ARNAULT;48000;MENDE;48;LANGUEDOC-ROUSSILLON;402;2 490;De 50 à 75 000 entrées
CINEMA DU CASINO;3, AVENUE DE LA VILLE DE VICHY;88400;GERARDMER;88;LORRAINE;402;632;De 20 à 30 000 entrées
LE FOYER;RUE DES CEVENNES;07520;LALOUVESC;07;RHONE-ALPES;400;46;De 2 à 5 000 entrées
THEATRE DE PROPRIANO;PARC DES SPORTS SAN GUISEPPE;20110;PROPRIANO;2A;CORSE;400;352;De 10 à 20 000 entrées
LE METRO EX CINEMA ALBAN MIN;ALLEE DE BELLEFONTAINE;31300;TOULOUSE;31;MIDI-PYRENEES;400;37;De 2 à 5 000 entrées
LA GEODE;26 AV CORENTIN CARIOU;75019;PARIS 19ME;75;ILE-DE-FRANCE;400;3 482;De 400 à 500 000 entrées
YOLES;AV DES YOLES;85690;NOTRE-DAME-DE-MONTS;85;PAYS-DE-LA-LOIRE;400;356;De 10 à 20 000 entrées
ESPACE BERLIOZ;PLACE MAURICE JANOT;88370;PLOMBIERES-LES-BAINS;88;LORRAINE;400;142;De 2 à 5 000 entrées
ROTONDE A;102 RUE SAINT JACQUES;91150;ETAMPES;91;ILE-DE-FRANCE;400;4 383;De 75 à 100 000 entrées
PIERRE FRESNAY;3 RUE SAINT FLAIVE;95120;ERMONT;95;ILE-DE-FRANCE;400;150;De 10 à 20 000 entrées
LES LUMIERES 1;ARCADES DES CITEAUX;13127;VITROLLES;13;PROVENCE-ALPES-COTE D'AZUR;399;3 707;De 50 à 75 000 entrées
ECRAN 1;14 PASSAGE DE L ACQUEDUC;93200;SAINT-DENIS;93;ILE-DE-FRANCE;398;2 537;De 50 à 75 000 entrées
GAUMONT MONTPARNOS 1;16 18 RUE D ODESSA;75014;PARIS 14ME;75;ILE-DE-FRANCE;397;8 945;De 150 à 200 000 entrées
A B C SALLE A;13 RUE ST BERNARD;31000;TOULOUSE;31;MIDI-PYRENEES;396;6 076;De 150 à 200 000 entrées
REX;RUE WALDECK ROUSSEAU;50600;SAINT-HILAIRE-DU-HARCOUET;50;BASSE-NORMANDIE;395;508;De 10 à 20 000 entrées
LE SCENARIO  1;PLACE CHARLES OTTINA;69800;SAINT-PRIEST;69;RHONE-ALPES;395;3 034;De 50 à 75 000 entrées
STUDIO 1;3 AV FOCH;29230;LANDIVISIAU;29;BRETAGNE;394;1 538;De 40 à 50 000 entrées
FAMILIAL;RUE DIDEROT;52600;CHALINDREY;52;CHAMPAGNE-ARDENNE;393;209;De 10 à 20 000 entrées
MAX LINDER;AVENUE RENE CASSIN;13270;FOS-SUR-MER;13;PROVENCE-ALPES-COTE D'AZUR;392;1 994;De 30 à 40 000 entrées
LA PAGODE 1;57 BIS RUE DE BABYLONE;75007;PARIS 7ME;75;ILE-DE-FRANCE;392;3 337;De 100 à 150 000 entrées
EVEN;18 RUE ALSACE LORRAINE;29260;LESNEVEN;29;BRETAGNE;391;527;De 30 à 40 000 entrées
VARIETES 1;42 RUE DE LA REPUBLIQUE;01200;BELLEGARDE SUR VALSERINE;01;RHONE-ALPES;390;1 368;De 40 à 50 000 entrées
CASINO;RUE RENE CASSIN;09300;LAVELANET;09;MIDI-PYRENEES;390;933;De 10 à 20 000 entrées
REX;PLACE DE LA POSTE;40150;SOORTS-HOSSEGOR;40;AQUITAINE;390;936;De 30 à 40 000 entrées
ESPACE PREVERT;QUARTIER DU PLESSIS LE ROI;77176;SAVIGNY-LE-TEMPLE;77;ILE-DE-FRANCE;390;857;De 20 à 30 000 entrées
PASSRL LES ECRANS 1;RUE GEORGES CLEMENCEAU;38500;VOIRON;38;RHONE-ALPES;389;2 805;De 40 à 50 000 entrées
REPUBLIQUE 1;4 AV EDOUARD HERRIOT;39300;CHAMPAGNOLE;39;FRANCHE-COMTE;389;1 176;De 10 à 20 000 entrées
ORANGERIE 2;117 AV HENRI BARBUSSE;91210;DRAVEIL;91;ILE-DE-FRANCE;389;2 546;De 20 à 30 000 entrées
LE ROC 1;BOULEVARD PASTEUR;05200;EMBRUN;05;PROVENCE-ALPES-COTE D'AZUR;388;1 425;De 50 à 75 000 entrées
ABC 1;49 ET 51 FRONT DE MER;17200;ROYAN;17;POITOU-CHARENTES;388;2 499;De 50 à 75 000 entrées
SALLE ARAGON;1 PLACE DU FER A CHEVAL;94310;ORLY;94;ILE-DE-FRANCE;388;413;De 10 à 20 000 entrées
VOX 1;16 PLACE JUHEL;53100;MAYENNE;53;PAYS-DE-LA-LOIRE;387;2 611;De 50 à 75 000 entrées
FEMINA 1;58 COURS GAMBETTA;84300;CAVAILLON;84;PROVENCE-ALPES-COTE D'AZUR;387;5 817;De 100 à 150 000 entrées
LE QUARTO (EX SALLE VACHON);RUE JEAN JAURES;42240;UNIEUX;42;RHONE-ALPES;386;1 071;De 20 à 30 000 entrées
EDEN CINEMA;2 RUE SAINT AGNAN;58200;COSNE-COURS-SUR-LOIRE;58;BOURGOGNE;386;1 742;De 50 à 75 000 entrées
PARIS;3 RUE ARISTIDE CAUCHOIS;76490;CAUDEBEC-EN-CAUX;76;HAUTE-NORMANDIE;386;626;De 10 à 20 000 entrées
LE ROYAL 1;2 ET 4 RUE DU DOCTEUR;83100;TOULON;83;PROVENCE-ALPES-COTE D'AZUR;386;5 211;De 100 à 150 000 entrées
CINE CHAPLIN;31 RUE JULES GUESDE;42800;RIVE-DE-GIER;42;RHONE-ALPES;384;2 429;De 50 à 75 000 entrées
PICARDY 1;9 RUE ST SAUVEUR;80200;PERONNE;80;PICARDIE;384;982;De 20 à 30 000 entrées
VOX 1;14 RUE VICTOR GUICHARD;89100;SENS;89;BOURGOGNE;384;2 296;De 50 à 75 000 entrées
CENTRE SIMONE SIGNORET;CHEMIN DU CASSIOT;33610;CANEJAN;33;AQUITAINE;383;175;De 5 à 10 000 entrées
RIO;361 RUE THIERS;65300;LANNEMEZAN;65;MIDI-PYRENEES;383;635;De 10 à 20 000 entrées
LES 400 COUPS SALLE 1;60 RUE DE LA BARMONDIERE;69400;VILLEFRANCHE-SUR-SAONE;69;RHONE-ALPES;383;2 514;De 40 à 50 000 entrées
CINEASTES 1;PLACE DES COMTES DU MAINE;72000;LE MANS;72;PAYS-DE-LA-LOIRE;383;7 322;De 75 à 100 000 entrées
ROYAL;PLACE DE L HOTEL DE VILLE;14110;CONDE-SUR-NOIREAU;14;BASSE-NORMANDIE;381;582;De 20 à 30 000 entrées
LUMIERE 1;PLACE YVES BRINON;02300;CHAUNY;02;PICARDIE;380;3 368;De 50 à 75 000 entrées
RELAIS CULTUREL;AVENUE VAN GOGH;13460;SAINTES-MARIES-DE-LA-MER;13;PROVENCE-ALPES-COTE D'AZUR;380;98;De 2 à 5 000 entrées
ABBAYE;AVENUE ARTHUR-LE-JOUTEUX;37140;BOURGUEIL;37;CENTRE;380;168;De 2 à 5 000 entrées
LA ROTONDE;PLACE DU 14 JUILLET;77550;MOISSY-CRAMAYEL;77;ILE-DE-FRANCE;380;212;De 5 à 10 000 entrées
S E L (SEVRES ESPACE LOISIRS;47/49 GRANDE RUE;92310;SEVRES;92;ILE-DE-FRANCE;380;464;De 30 à 40 000 entrées
COLBERT 1;GRANDE RUE;23200;AUBUSSON;23;LIMOUSIN;379;1 063;De 10 à 20 000 entrées
VOX 1;22 PLACE DE L HORLOGE;84000;AVIGNON;84;PROVENCE-ALPES-COTE D'AZUR;379;2 639;De 20 à 30 000 entrées
REX 1;RUE LASSUS NESTIER;31110;BAGNERES-DE-LUCHON;31;MIDI-PYRENEES;378;2 301;De 40 à 50 000 entrées
LE COLOMBIER;VOIE DE L AULNE;91370;VERRIERES-LE-BUISSON;91;ILE-DE-FRANCE;378;564;De 20 à 30 000 entrées
EDEN 1;11 RUE DE LA REPUBLIQUE;06500;MENTON;06;PROVENCE-ALPES-COTE D'AZUR;377;3 512;De 50 à 75 000 entrées
CENTRE CULTUREL JULIOBONA;PLACE DE COUBERTIN;76170;LILLEBONNE;76;HAUTE-NORMANDIE;377;124;De 10 à 20 000 entrées
FOYER 1;210 RUE DU CHANOINE PAVAILLER;69590;SAINT-SYMPHORIEN-SUR-COISE;69;RHONE-ALPES;376;1 132;De 30 à 40 000 entrées
GRAND ECRAN; 1 RUE NEUVE;85500;LES HERBIERS;85;PAYS-DE-LA-LOIRE;376;1 024;De 50 à 75 000 entrées
CINE D'ISSY;MAIL RAYMOND MENAND;92130;ISSY-LES-MOULINEAUX;92;ILE-DE-FRANCE;376;472;De 40 à 50 000 entrées
ATHENEE;52 RUE LAKANAL;34400;LUNEL;34;LANGUEDOC-ROUSSILLON;375;2 933;De 75 à 100 000 entrées
YVES ROBERT;PLACE DU PORT;49500;SEGRE;49;PAYS-DE-LA-LOIRE;375;1 928;De 40 à 50 000 entrées
RENE LALOUX;151 BD ALBERT 1ER;33130;BEGLES;33;AQUITAINE;374;1 927;De 20 à 30 000 entrées
ORON 1;2 AV MICHEL VILLAZ;38270;BEAUREPAIRE;38;RHONE-ALPES;374;1 715;De 40 à 50 000 entrées
LE FRANCE 1;4 ET 6 RUE DES CAPUCINS;88200;REMIREMONT;88;LORRAINE;374;1 818;De 50 à 75 000 entrées
ARVOR SALLE PAULETTE DUBOST;29 RUE D'ANTRAIN;35000;RENNES;35;BRETAGNE;373;3 456;De 100 à 150 000 entrées
CENTRE CULTUREL;22 AV WLADIMIR D ORMESSON;94490;ORMESSON-SUR-MARNE;94;ILE-DE-FRANCE;373;214;De 5 à 10 000 entrées
CINEMA PAVILLON BLEU 1;RD 2085;06330;ROQUEFORT LES PINS;06;PROVENCE-ALPES-COTE D'AZUR;372;655;De 10 à 20 000 entrées
VILLA MEDITERRANEE;ESPLANADE DU J4;13002;MARSEILLE;13;PROVENCE-ALPES-COTE D'AZUR;372;26;Moins de 2000 entrées
REFLET MEDICIS 1; 7 RUE CHAMPOLLION;75005;PARIS 5ME;75;ILE-DE-FRANCE;372;5 619;De 100 à 150 000 entrées
LE PALACE;3 RUE SOUS LE QUAI;30120;LE VIGAN;30;LANGUEDOC-ROUSSILLON;371;878;De 10 à 20 000 entrées
THEÂTRE LES DOCKS;RUE DU 14 JUILLET;80800;CORBIE;80;PICARDIE;371;63;De 5 à 10 000 entrées
MIRAMAR;RUE PASTEUR - ANGLE CROISETTE;06400;CANNES;06;PROVENCE-ALPES-COTE D'AZUR;370;52;De 5 à 10 000 entrées
CLUB 6 (EX SALLE FRANCOIS VI;ESPACE VILLON;70000;VESOUL;70;FRANCHE-COMTE;370;26;De 2 à 5 000 entrées
JEAN COCTEAU;3 RUE ANATOLE FRANCE;91220;BRETIGNY-SUR-ORGE;91;ILE-DE-FRANCE;370;2 177;De 50 à 75 000 entrées
SPORTICA 1;LE POLDER CENTRE ZAC DU POLDER;59820;GRAVELINES;59;NORD-PAS-DE-CALAIS;369;1 387;De 20 à 30 000 entrées
AMITIE;RUE JEAN PHILIPPE BAPST;67150;ERSTEIN;67;ALSACE;366;1 552;De 30 à 40 000 entrées
CENTRE CULTUREL COMMUNAL;37BIS AVENUE DE LA REPUBLIQUE;37700;SAINT-PIERRE-DES-CORPS;37;CENTRE;365;70;De 2 à 5 000 entrées
LE DOME;135 PLACE DE L EUROPE;73200;ALBERTVILLE;73;RHONE-ALPES;365;2 246;De 50 à 75 000 entrées
 CHAPLIN  SAINT LAMBERT 1;6 RUE PECLET;75015;PARIS 15ME;75;ILE-DE-FRANCE;365;5 485;De 75 à 100 000 entrées
LE K.1;39 RUE LOUIS PASTEUR;29100;DOUARNENEZ;29;BRETAGNE;364;1 593;De 20 à 30 000 entrées
PLAZZA VICTOR HUGO 1;6 RUE GAMBETTA;25000;BESANCON;25;FRANCHE-COMTE;363;5 260;De 75 à 100 000 entrées
LE LUBERON 1;31 RUE GIRAUD;84120;PERTUIS;84;PROVENCE-ALPES-COTE D'AZUR;363;4 404;De 75 à 100 000 entrées
CENTRE CULTUREL JACQUES PREV;RUE DE MONTCEAU-LES-MINES;62440;HARNES;62;NORD-PAS-DE-CALAIS;362;506;De 10 à 20 000 entrées
REX 1;6 AVENUE JULLES FERRY;38550;LE PEAGE-DE-ROUSSILLON;38;RHONE-ALPES;360;2 506;De 50 à 75 000 entrées
LE QUERCY;871 RUE EMILE ZOLA;46000;CAHORS;46;MIDI-PYRENEES;360;1 476;De 30 à 40 000 entrées
VOX;8 BD DU CANIGOU;66700;ARGELES-SUR-MER;66;LANGUEDOC-ROUSSILLON;360;341;De 10 à 20 000 entrées
FREDERIC DARD - CLUB A;77 RUE PAUL DOUMER;78130;LES MUREAUX;78;ILE-DE-FRANCE;360;1 840;De 30 à 40 000 entrées
LA CIGALE 1;79 AV DU MARECHAL JOFFRE;84300;CAVAILLON;84;PROVENCE-ALPES-COTE D'AZUR;360;879;De 30 à 40 000 entrées
CAMILLE ST SAENS(EX-ESP CARP;15 BOULEVARD ARISTIDE BRIAND;92400;COURBEVOIE;92;ILE-DE-FRANCE;360;21;De 2 à 5 000 entrées
LE 7EME ART 1;PLACE MARMONTEL;19110;BORT-LES-ORGUES;19;LIMOUSIN;358;662;De 5 à 10 000 entrées
CINEMA LE DAUPHIN;1O RUE FOCH;29430;PLOUESCAT;29;BRETAGNE;358;429;De 10 à 20 000 entrées
DORON;15 CHEMIN DES BAIGNEURS;73570;BRIDES-LES-BAINS;73;RHONE-ALPES;358;1 216;De 20 à 30 000 entrées
LA FERME DU BUISSON SALLE 1;ALLEE DE LA FERME;77448;NOISIEL;77;ILE-DE-FRANCE;358;1 196;De 40 à 50 000 entrées
CINEMA JACQUES PERRIN 1;19 RUE BATAILLON BERTHIER;69170;TARARE;69;RHONE-ALPES;357;1 715;De 40 à 50 000 entrées
LUX 1;36 BD DU GENERAL DE GAULLE;26000;VALENCE;26;RHONE-ALPES;356;685;De 10 à 20 000 entrées
FOYER;5 RUE DES BERSAULTS;59166;BOUSBECQUE;59;NORD-PAS-DE-CALAIS;356;249;De 10 à 20 000 entrées
MAJESTIC BASTILLE 1;4 BD RICHARD LENOIR;75011;PARIS 11ME;75;ILE-DE-FRANCE;356;3 796;De 100 à 150 000 entrées
CINEMA PARADISO (EX-HENRI LANGLOIS);PLACE CHARLES DE GAULLE;78340;LES CLAYES-SOUS-BOIS;78;ILE-DE-FRANCE;356;1 831;De 50 à 75 000 entrées
FOYER 1;RUE DENFERT ROCHEREAU;79200;PARTHENAY;79;POITOU-CHARENTES;356;1 452;De 30 à 40 000 entrées
FAMILIA 1;RUE SADI CARNOT;17500;JONZAC;17;POITOU-CHARENTES;354;1 609;De 40 à 50 000 entrées
CINEA 1;3 PLACE ST DENIS;37400;AMBOISE;37;CENTRE;354;2 087;De 50 à 75 000 entrées
LES TOURELLES 1;31 RUE GAMBETTA;08400;VOUZIERS;08;CHAMPAGNE-ARDENNE;353;1 492;De 20 à 30 000 entrées
ESPACE CULTUREL EOLE;16, RUE CENTRALE;69290;CRAPONNE;69;RHONE-ALPES;353;139;De 5 à 10 000 entrées
BEAUMONT PALACE;6 AV ANATOLE FRANCE;95260;BEAUMONT-SUR-OISE;95;ILE-DE-FRANCE;353;633;De 20 à 30 000 entrées
MICHEL CABIEU;5 AVENUE MICHEL CABIEU;14150;OUISTREHAM;14;BASSE-NORMANDIE;352;1 097;De 40 à 50 000 entrées
ESPACE MELIES;ESPLANADE CHARLES DE GAULLE;70200;LURE;70;FRANCHE-COMTE;352;1 392;De 40 à 50 000 entrées
ELYSEE;9 AV DES MARRONNIERS;11300;LIMOUX;11;LANGUEDOC-ROUSSILLON;350;514;De 5 à 10 000 entrées
CINE  GALAURE 1;AVENUE DESIRE VALETTE;26240;SAINT-VALLIER;26;RHONE-ALPES;350;1 803;De 40 à 50 000 entrées
LE RABELAIS;31BIS PLACE DU GENERAL DE GAULLE;37500;CHINON;37;CENTRE;350;836;De 30 à 40 000 entrées
ATLANTIC;AVENUE DE LA COTE D'ARGENT;40520;BISCARROSSE;40;AQUITAINE;350;398;De 5 à 10 000 entrées
L'OPSIS;PLACE JEAN JAURES;42230;ROCHE-LA-MOLIERE;42;RHONE-ALPES;350;85;De 2 à 5 000 entrées
RIALTO;RUE DE LA LIBERATION;50250;LA HAYE-DU-PUITS;50;BASSE-NORMANDIE;350;181;De 5 à 10 000 entrées
LE TAHITI;AV DE TAHITI;61230;GACE;61;BASSE-NORMANDIE;350;127;De 5 à 10 000 entrées
ESPACE CULTUREL GEORGES BRAS;13 RUE DU 9 MARS 1962;33850;LEOGNAN;33;AQUITAINE;349;368;De 10 à 20 000 entrées
LA CAPITELLE 1;BOULEVARD DE MAZEL;43120;MONISTROL-SUR-LOIRE;43;AUVERGNE;348;1 701;De 50 à 75 000 entrées
GRENOUILLE A;CENTRE COMMERCIAL DES 7 MARES;78990;ELANCOURT;78;ILE-DE-FRANCE;348;3 421;De 100 à 150 000 entrées
CINEMA DE LA VIOUZE;AVENUE DE LA GARE;63770;LES ANCIZES-COMPS;63;AUVERGNE;347;682;De 10 à 20 000 entrées
VIVARAIS 2;1 BIS COURS DU TEMPLE;07000;PRIVAS;07;RHONE-ALPES;346;2 262;De 50 à 75 000 entrées
CASINO DU LAC;6 AVENUE ROBERT  COUSIN;61140;BAGNOLES DE L ORNE;61;BASSE-NORMANDIE;346;1 011;De 30 à 40 000 entrées
LE GRAND ACTION 1;5 RUE DES ECOLES;75005;PARIS 5ME;75;ILE-DE-FRANCE;346;2 999;De 50 à 75 000 entrées
THEATRE FONTENAY;PLACE DU 8 MAI 1945;78330;FONTENAY-LE-FLEURY;78;ILE-DE-FRANCE;346;623;De 10 à 20 000 entrées
CENTRE CULTUREL;96 AVENUE DES BRUZACQUES;95000;JOUY-LE-MOUTIER;95;ILE-DE-FRANCE;346;184;De 10 à 20 000 entrées
CHATEAU DE LA BUZINE;56 TRAVERSE DE LA BUZINE;13011;MARSEILLE;13;PROVENCE-ALPES-COTE D'AZUR;345;1 105;De 10 à 20 000 entrées
LE BASSELIN 1;PLACE CASTEL;14500;VIRE;14;BASSE-NORMANDIE;345;1 804;De 50 à 75 000 entrées
CINEAL 1;6 RUE DU PORT;58000;DECIZE;58;BOURGOGNE;345;1 418;De 20 à 30 000 entrées
SANDRINE BONNAIRE;214  AV FRANKLIN ROOSEVELT;69500;BRON;69;RHONE-ALPES;345;2 463;De 50 à 75 000 entrées
STUDIO 1;VALMOREL;73260;AIGUEBLANCHE;73;RHONE-ALPES;345;689;De 5 à 10 000 entrées
THEATRE MONTDORY;RUE DU GENERAL GIRAUD;76360;BARENTIN;76;HAUTE-NORMANDIE;345;106;De 5 à 10 000 entrées
STUDIO;1 RUE DE LA MISERICORDE;20200;BASTIA;2B;CORSE;344;2 638;De 75 à 100 000 entrées
LE PARIS 1;19 AV DU GENERAL DE GAULLE;46200;SOUILLAC;46;MIDI-PYRENEES;344;1 765;De 10 à 20 000 entrées
VOX 1;15 RUE GRAND BIE;52200;LANGRES;52;CHAMPAGNE-ARDENNE;344;2 321;De 40 à 50 000 entrées
LES BRUYERES 1;LES MENUIRES / REBERTY;73440;SAINT-MARTIN-DE-BELLEVILLE;73;RHONE-ALPES;344;647;De 5 à 10 000 entrées
LA FABRIQUE;RUE AMIRAL COURBET;24110;SAINT-ASTIER;24;AQUITAINE;341;582;De 10 à 20 000 entrées
BONNE GARDE;20 RUE DU FRERE LOUIS;44200;NANTES;44;PAYS-DE-LA-LOIRE;341;374;De 10 à 20 000 entrées
LES ARCADES 1;8 RUE DU LEVENANT;56400;AURAY;56;BRETAGNE;341;2 561;De 50 à 75 000 entrées
MONACO 1;17 RUE CONCHETTE;63300;THIERS;63;AUVERGNE;341;1 759;De 20 à 30 000 entrées
LA CASTINE;12 RUE DU GENERAL KOENIG;67110;REICHSHOFFEN;67;ALSACE;341;593;De 10 à 20 000 entrées
DRAKKAR;PLACE ABEL DOUCET;14530;LUC-SUR-MER;14;BASSE-NORMANDIE;340;127;De 2 à 5 000 entrées
ATALANTE;PLACE DE L HOTEL DE VILLE;25500;MORTEAU;25;FRANCHE-COMTE;340;273;De 5 à 10 000 entrées
TRIANON;4 RUE PALAIS DE JUSTICE;50700;VALOGNES;50;BASSE-NORMANDIE;340;683;De 20 à 30 000 entrées
LES ECRINS;STATION DE LA PLAGNE;73210;MACOT-LA-PLAGNE;73;RHONE-ALPES;340;223;De 5 à 10 000 entrées
ESPACE PAUL VALERY;72 ET 74 AVENUE ARDOUIN;94420;LE PLESSIS-TREVISE;94;ILE-DE-FRANCE;340;224;De 5 à 10 000 entrées
ARMOR CINE;RUE DU CHEMIN VERT;22430;ERQUY;22;BRETAGNE;339;267;De 10 à 20 000 entrées
COLONNES 1;RUE DU DOCTEUR CASTERA;33290;BLANQUEFORT;33;AQUITAINE;339;620;De 10 à 20 000 entrées
BEAULIEU;26 RUE DE BEAULIEU;44340;BOUGUENAIS;44;PAYS-DE-LA-LOIRE;338;545;De 20 à 30 000 entrées
LA GRANGE DE LA TREMBLAYE;RUE DU PARC;78390;BOIS-D ARCY;78;ILE-DE-FRANCE;338;379;De 5 à 10 000 entrées
POINTE CAUX;RUE PIERRE GLENISSON;76700;GONFREVILLE-L ORCHER;76;HAUTE-NORMANDIE;337;124;De 5 à 10 000 entrées
CASINO;ALLEES DU COULOUBRET;09110;AX LES THERMES;09;MIDI-PYRENEES;336;217;De 5 à 10 000 entrées
REX 1;46 RUE MONGE;13150;TARASCON;13;PROVENCE-ALPES-COTE D'AZUR;336;1 870;De 30 à 40 000 entrées
LE LARY 1;ALLEE DU CORPS FRANC POMMIES;65170;SAINT-LARY-SOULAN;65;MIDI-PYRENEES;336;810;De 10 à 20 000 entrées
